EIN2,CENSUS_REGION,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,CONGRESS_DISTRICT_NAME,SUBSECTOR,EXPENSE_CATEGORY,GOVERNMENT_GRANT_DOLLAR_AMOUNT,PROFIT_MARGIN,PROFIT_MARGIN_NOGOVTGRANT,AT_RISK_NUM
EIN-85-4137843,Unmapped,,Other/unmapped jurisdictions,Unmapped,Unclassified,Less than $100K,86685,0.243490800023072,-0.756509199976928,1
EIN-52-1926679,Mid-Atlantic,Washington County,Pennsylvania,14th Congressional district,Environment and animals,Less than $100K,12560,0.268371853378478,0.17592374503165,0
EIN-59-2457558,South Atlantic,Broward County,Florida,25th Congressional district,Education,$100K to $499K,181318,0.254242397961501,-0.120166515926802,1
EIN-23-7047085,Pacific,Los Angeles County,California,34th Congressional district,"Arts, culture, and humanities",$100K to $499K,179292,-0.933398983827021,-2.01658379802203,1
EIN-05-0387218,New England,Providence County,Rhode Island,2nd Congressional district,Education,$10M or more,6693309,0.115910818937983,-0.353264233036544,1
EIN-32-0063021,East North Central,Marion County,Indiana,7th Congressional district,Human services,$100K to $499K,453264,0.384870059226233,-0.583918079283215,1
EIN-39-1140373,East North Central,Columbia County,Wisconsin,6th Congressional district,Hospitals,$10M or more,117695,0.15620574127635,0.154628083828027,0
EIN-26-4230898,Mountain,Beaverhead County,Montana,1st Congressional district,Hospitals,$10M or more,36412,0.0436479999749711,0.0428103606043012,0
EIN-58-6000097,South Atlantic,Richmond County,Georgia,12th Congressional district,"Arts, culture, and humanities",$500K to $999K,194570,0.0788974209338798,-0.134938559384901,1
EIN-83-3700465,South Atlantic,Thomas County,Georgia,2nd Congressional district,"Public, societal benefit",$100K to $499K,10125,0.398518917582223,0.353808245310347,0
EIN-14-1803024,Mid-Atlantic,Ulster County,New York,18th Congressional district,"Arts, culture, and humanities",$100K to $499K,71477,0.206950463547095,-0.18515552142191,1
EIN-76-0499709,West South Central,Harris County,Texas,7th Congressional district,"Arts, culture, and humanities",$500K to $999K,86532,-0.111798725146693,-0.294440457596353,1
EIN-38-1598947,East North Central,Wayne County,Michigan,13th Congressional district,Human services,$10M or more,16165,0.0742725943472018,0.0728594559806306,0
EIN-94-2783401,Pacific,San Francisco County,California,11th Congressional district,Unclassified,$5M to $9.9M,2289829,0.19769290823361,-0.0570346430867008,1
EIN-23-1352170,Mid-Atlantic,York County,Pennsylvania,10th Congressional district,Health,$5M to $9.9M,1175006,-0.00425925834066985,-0.205241311504684,1
EIN-20-0118307,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),Human services,$500K to $999K,553746,0.0520942360587104,-0.790325377893533,1
EIN-91-0826037,Pacific,King County,Washington,7th Congressional district,Religion-related,$10M or more,3395528,0.052336332472329,-0.00804002705364924,1
EIN-36-4678628,West North Central,Barber County,Kansas,4th Congressional district,"Public, societal benefit",$500K to $999K,3213,-0.547868835383016,-0.555144436418312,1
EIN-91-0882971,Pacific,King County,Washington,7th Congressional district,Health,$10M or more,9564129,0.102264989070851,-0.271883696252793,1
EIN-34-1804124,East North Central,Van Wert County,Ohio,5th Congressional district,Health,$1M to $4.9M,137498,0.0295359264682566,-0.0506142801182626,1
EIN-93-1186407,Pacific,Deschutes County,Oregon,5th Congressional district,Environment and animals,$1M to $4.9M,254208,0.296527026597099,0.195432600534487,0
EIN-31-0992401,East North Central,Greene County,Ohio,10th Congressional district,"Public, societal benefit",$1M to $4.9M,903440,0.138144923404975,-0.493060126011847,1
EIN-20-5552001,Mountain,Laramie County,Wyoming,Congressional district (at large),Human services,$1M to $4.9M,1639936,0.0102137574652971,-0.974611534315595,1
EIN-11-2878502,Mid-Atlantic,Suffolk County,New York,1st Congressional district,Human services,$10M or more,153568,-0.0342857477075086,-0.0467606181156616,1
EIN-02-0731318,Mid-Atlantic,Essex County,New Jersey,10th Congressional district,Education,$1M to $4.9M,22127,0.181503439532643,0.177665973817409,0
EIN-46-1771584,Pacific,Jackson County,Oregon,2nd Congressional district,Unclassified,$1M to $4.9M,1e+05,0.254190779787137,0.228686619931144,0
EIN-91-1863724,Mountain,Nez Perce County,Idaho,1st Congressional district,Unclassified,$100K to $499K,356250,0.0263092338352524,-0.959768046944198,1
EIN-30-0002040,East North Central,Dane County,Wisconsin,2nd Congressional district,Human services,$10M or more,5440644,0.0845438123428218,-0.0166297795586107,1
EIN-62-1220749,East South Central,Sevier County,Tennessee,1st Congressional district,Human services,Less than $100K,33192,0.55760163356228,-0.0585483571561166,1
EIN-95-2149001,New England,Suffolk County,Massachusetts,8th Congressional district,Unclassified,$5M to $9.9M,1499631,0.0529145139213973,-0.222490757420463,1
EIN-36-4806249,Pacific,Orange County,California,40th Congressional district,Human services,Less than $100K,63741,0.369034931912374,-0.170092193182779,1
EIN-51-0226159,South Atlantic,Fairfax County,Virginia,11th Congressional district,Unclassified,$1M to $4.9M,67500,0.103166044705096,0.0791509397377408,0
EIN-95-1691293,Pacific,Los Angeles County,California,34th Congressional district,Human services,$10M or more,4004421,0.0183629782590708,-0.285902667872356,1
EIN-36-2722198,East North Central,DuPage County,Illinois,11th Congressional district,Universities,$10M or more,10124364,-0.0249874373757127,-0.126815691712949,1
EIN-14-1847977,West South Central,Dallas County,Texas,30th Congressional district,Health,$5M to $9.9M,95000,0.0776884019149511,0.068893691109575,0
EIN-61-0715630,East South Central,Jefferson County,Kentucky,3rd Congressional district,Human services,$10M or more,61340,-0.171551622743069,-0.177863687997516,1
EIN-04-2604424,New England,Bristol County,Massachusetts,9th Congressional district,Environment and animals,$500K to $999K,59272,0.617476933572099,0.577042380830562,0
EIN-56-0529936,South Atlantic,Guilford County,North Carolina,5th Congressional district,Human services,$1M to $4.9M,236836,-0.27091808252085,-0.538020830396364,1
EIN-01-0349146,New England,Penobscot County,Maine,2nd Congressional district,Unclassified,Less than $100K,30553,-0.0508059701492537,-0.658825870646766,1
EIN-27-0182988,East South Central,Jefferson County,Alabama,6th Congressional district,"International, foreign affairs",$100K to $499K,14015,0.329824680064368,0.290327671578781,0
EIN-38-3702298,South Atlantic,Howard County,Maryland,3rd Congressional district,Education,$100K to $499K,168648,0,-0.802978650465652,1
EIN-85-0309964,Mountain,Taos County,New Mexico,3rd Congressional district,"Arts, culture, and humanities",$100K to $499K,10000,0.00570684886936717,-0.0593655441678868,1
EIN-25-1780107,Mid-Atlantic,Allegheny County,Pennsylvania,12th Congressional district,"Public, societal benefit",$100K to $499K,180589,-2.98964278753794,-8.01759612439792,1
EIN-45-5130096,South Atlantic,Henry County,Virginia,9th Congressional district,Education,$500K to $999K,525346,0.334654249272908,-0.0771783354107382,1
EIN-13-3486829,Mid-Atlantic,Bronx County,New York,15th Congressional district,Unclassified,$10M or more,35083094,-0.0255836791364031,-1.02554314843619,1
EIN-61-0444690,East South Central,Jefferson County,Kentucky,3rd Congressional district,Unclassified,$1M to $4.9M,411842,0.387657162916815,0.304568215565383,0
EIN-41-0871666,West North Central,Ramsey County,Minnesota,4th Congressional district,Education,$500K to $999K,45817,-0.0146154908373216,-0.0917716083270744,1
EIN-26-2842441,East North Central,Lake County,Illinois,10th Congressional district,Education,$500K to $999K,174015,-0.116647536279413,-0.440898283482526,1
EIN-45-3717117,Mountain,Clark County,Nevada,3rd Congressional district,Health,$1M to $4.9M,265214,0.111940880660534,0.0529980048934228,0
EIN-13-3336695,Mid-Atlantic,Kings County,New York,10th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,338800,0.234632459815235,0.0979191163830847,0
EIN-83-3561540,Pacific,King County,Washington,7th Congressional district,Unclassified,$1M to $4.9M,1536593,0.0379582458115009,-0.869449806807304,1
EIN-22-3671031,Mid-Atlantic,Morris County,New Jersey,11th Congressional district,Human services,$1M to $4.9M,303207,-0.00264424540537104,-0.0843308186734644,1
EIN-20-5823527,West South Central,Winn Parish,Louisiana,4th Congressional district,Health,$10M or more,7967990,0.215369125299021,-0.0755688642650986,1
EIN-20-5878551,Pacific,Umatilla County,Oregon,2nd Congressional district,Human services,$500K to $999K,506364,-0.0108157777678587,-0.790198230257396,1
EIN-95-2931931,Pacific,Los Angeles County,California,37th Congressional district,Unclassified,$10M or more,4927098,0.00215302388423815,-0.464714314993591,1
EIN-22-2604923,New England,Suffolk County,Massachusetts,7th Congressional district,Unclassified,$1M to $4.9M,91640,-0.331372502346684,-0.426212694966246,1
EIN-46-4690587,South Atlantic,Richland County,South Carolina,2nd Congressional district,Universities,$1M to $4.9M,1206097,0.078404223999692,-0.889111986208789,1
EIN-14-1400177,Mid-Atlantic,Rensselaer County,New York,20th Congressional district,"Arts, culture, and humanities",$5M to $9.9M,1158444,0.180986092807927,0.0657425381289571,0
EIN-23-7098397,Mountain,Larimer County,Colorado,2nd Congressional district,Education,$10M or more,77277,0.557440755746036,0.556967600134188,0
EIN-95-4617875,Pacific,Los Angeles County,California,37th Congressional district,Unclassified,$500K to $999K,92200,0.131258089231095,0.0390383542078005,0
EIN-72-1223347,West South Central,East Baton Rouge Parish,Louisiana,5th Congressional district,Unclassified,$1M to $4.9M,1078160,0.0457736595240704,-0.516743623054569,1
EIN-52-2294213,South Atlantic,Montgomery County,Maryland,6th Congressional district,"Public, societal benefit",$100K to $499K,201450,0.436833304341483,-0.128367496955856,1
EIN-46-1571447,Mid-Atlantic,Passaic County,New Jersey,9th Congressional district,Religion-related,$100K to $499K,18505,0.253749024932548,0.217751771656224,0
EIN-54-1204810,South Atlantic,Henrico County,Virginia,4th Congressional district,Human services,$500K to $999K,462944,0.101043146695144,-0.59721958268099,1
EIN-21-0732575,Mid-Atlantic,Middlesex County,New Jersey,6th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,2089652,0.114223412991223,-0.332062665583157,1
EIN-75-1971024,West South Central,Henderson County,Texas,5th Congressional district,Human services,$100K to $499K,204834,-0.276366013430427,-1.21272005010125,1
EIN-47-2402048,East North Central,Wayne County,Michigan,12th Congressional district,Human services,Less than $100K,56000,0.0457321428571429,-0.954267857142857,1
EIN-52-1761312,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),Unclassified,$1M to $4.9M,77990,0.111814168723803,0.0428341339286425,0
EIN-36-4188922,East North Central,Cook County,Illinois,7th Congressional district,Human services,$1M to $4.9M,8350,0.013964757173122,0.006147788453167,0
EIN-46-1840750,Pacific,Clallam County,Washington,6th Congressional district,Education,$100K to $499K,91000,0.187110043778511,-0.161432779111944,1
EIN-33-0677892,Pacific,San Diego County,California,48th Congressional district,Human services,$100K to $499K,14500,0.292697650143683,0.26990335217662,0
EIN-36-3537919,West North Central,Hennepin County,Minnesota,5th Congressional district,Human services,$100K to $499K,165835,0.231351852600985,-0.284690953108517,1
EIN-65-1218275,West South Central,Gregg County,Texas,1st Congressional district,"Arts, culture, and humanities",$100K to $499K,110447,0.339569294852002,0.00522791531200998,0
EIN-56-1431045,South Atlantic,Jackson County,North Carolina,11th Congressional district,Human services,$1M to $4.9M,130197,0.121973362130477,0.0219742069968763,0
EIN-51-0189604,South Atlantic,Lynchburg city,Virginia,5th Congressional district,Unclassified,$1M to $4.9M,3850725,0.0263521007175281,-0.836762803299751,1
EIN-59-1834379,South Atlantic,Collier County,Florida,26th Congressional district,Human services,$10M or more,797711,0.347413565854727,0.320989412398133,0
EIN-23-7015688,South Atlantic,Fulton County,Georgia,5th Congressional district,"Public, societal benefit",$500K to $999K,21567,0.423610507218322,0.410764764533433,0
EIN-54-0506321,South Atlantic,Norfolk city,Virginia,3rd Congressional district,Environment and animals,$10M or more,11757950,0.159034724281458,0.140507390847566,0
EIN-95-3315308,Pacific,Los Angeles County,California,42nd Congressional district,Unclassified,$500K to $999K,439592,0.163573168007758,-0.435140038244251,1
EIN-16-0924208,Mid-Atlantic,Onondaga County,New York,22nd Congressional district,Religion-related,$100K to $499K,118,0.177272006134483,0.176491974933235,0
EIN-71-0424713,West South Central,Pulaski County,Arkansas,2nd Congressional district,Human services,$500K to $999K,512009,0.0894925564801654,-0.682229453639464,1
EIN-55-0479026,South Atlantic,McDowell County,West Virginia,1st Congressional district,Human services,$1M to $4.9M,1461035,0.148397327485869,-0.227409860522542,1
EIN-55-0735140,South Atlantic,Monongalia County,West Virginia,2nd Congressional district,Unclassified,$100K to $499K,110456,0.108144832547358,-0.627581061998774,1
EIN-46-5391345,South Atlantic,Montgomery County,Maryland,8th Congressional district,Education,$100K to $499K,76160,0.552424624555772,0.261393251557186,0
EIN-47-4718783,Mid-Atlantic,Suffolk County,New York,2nd Congressional district,Human services,$500K to $999K,30000,0.199317851941341,0.162069141057143,0
EIN-47-1388573,East North Central,Marion County,Indiana,7th Congressional district,Education,$1M to $4.9M,1445884,-0.0754521437923285,-0.897439978988169,1
EIN-46-5725489,Mid-Atlantic,Passaic County,New Jersey,5th Congressional district,"Arts, culture, and humanities",$100K to $499K,71839,0.422358825787121,0.199999380950612,0
EIN-95-2669400,Pacific,Los Angeles County,California,37th Congressional district,Unclassified,$1M to $4.9M,2143200,0.0278856642448327,-0.656091488007741,1
EIN-39-0796251,East North Central,Wood County,Wisconsin,7th Congressional district,Unclassified,$500K to $999K,241399,0.104761527900977,-0.160578870946645,1
EIN-81-2022482,Mountain,Denver County,Colorado,1st Congressional district,Unclassified,$500K to $999K,121250,-0.0255932883474178,-0.160362080674544,1
EIN-46-5533413,West North Central,Shawnee County,Kansas,2nd Congressional district,Education,$5M to $9.9M,4937781,0.0469103200455822,-0.746054272145699,1
EIN-01-0567661,East North Central,Cook County,Illinois,5th Congressional district,Health,$10M or more,7832252,0.296059758833654,-0.204678697940332,1
